"Movie Name","Release Year","Director","Age Difference","Actor 1 Name","Actor 1 Gender","Actor 1 Birthdate","Actor 1 Age","Actor 2 Name","Actor 2 Gender","Actor 2 Birthdate","Actor 2 Age"
"The Details","2011","Jacob Aaron Estes","1","Tobey Maguire","man","1975-06-27","36","Elizabeth Banks","woman","1974-02-10","37"
"The Family Stone","2007","Thomas Bezucha","1","Tyrone Giordano","man","1976-04-18","31","Brian J. White","man","1975-04-21","32"
"The Last of the Mohicans","1992","Michael Mann","1","Daniel Day-Lewis","man","1957-04-29","35","Madeleine Stowe","woman","1958-08-18","34"
"The Martian","2015","Ridley Scott","1","Sebastian Stan","man","1982-08-13","33","Kate Mara","woman","1983-02-27","32"
"The Painted Veil","2006","John Curran","1","Edward Norton","man","1969-08-18","37","Naomi Watts","woman","1968-09-28","38"
"The Sum of All Fears","2002","Phil Alden Robinson","1","Ben Affleck","man","1972-08-15","30","Bridget Moynahan","woman","1971-04-28","31"
"The Theory of Everything","2014","James Marsh","1","Eddie Redmayne","man","1982-01-26","32","Felicity Jones","woman","1983-10-17","31"
"The Thomas Crown Affair","1999","John McTiernan","1","Pierce Brosnan","man","1953-05-16","46","Rene Russo","woman","1954-02-17","45"
"This Means War","2012","McG","1","Tom Hardy","man","1977-09-15","35","Reese Witherspoon","woman","1976-03-21","36"
"Titanic","1997","James Cameron","1","Leonardo DiCaprio","man","1974-11-11","23","Kate Winslet","woman","1975-10-05","22"
"Tommy Boy","1995","Peter Segal","1","Chris Farley","man","1964-02-15","31","Julie Warner","woman","1965-02-09","30"
"Transformers: Dark of the Moon","2011","Michael Bay","1","Shia LaBeouf","man","1986-06-11","25","Rosie Huntington-Whiteley","woman","1987-04-18","24"
"Troy","2004","Wolfgang Petersen","1","Orlando Bloom","man","1977-01-13","27","Diane Kruger","woman","1976-07-15","28"
"Unfaithful","2002","Adrian Lyne","1","Olivier Martinez","man","1966-01-12","36","Diane Lane","woman","1965-01-21","37"
"Unforgettable","2017","Denise Di Novi","1","Geoff Stults","man","1977-12-15","40","Katherine Heigl","woman","1978-11-24","39"
"Wild Mountain Thyme","2020","John Patrick Shanley","1","Jamie Dornan","man","1982-05-01","38","Emily Blunt","woman","1983-02-23","37"
"Wonder","2017","Stephen Chbosky","1","Owen Wilson","man","1968-11-18","49","Julia Roberts","woman","1967-10-28","50"
"X-Men: First Class","2015","Matthew Vaughn","1","Nicholas Hoult","man","1989-12-07","26","Jennifer Lawrence","woman","1990-08-15","25"
"Year One","2009","Harold Ramis","1","Michael Cera","man","1988-06-07","21","Juno Temple","woman","1989-07-20","20"
"Yesterday","2019"," Danny Boyle","1","Himesh Patel","man","1990-10-13","29","Lily James","woman","1989-04-05","30"
"10 Things I Hate About You","1999","Gil Junger","0","Joseph Gordon-Levitt","man","1981-02-17","18","Larisa Oleynik","woman","1981-06-07","18"
"A Happening of Monumental Proportions","2017","Judy Greer","0","Common","man","1972-03-13","45","Jennifer Garner","woman","1972-04-17","45"
"A Simple Favor","2018","Paul Feig","0","Henry Golding","man","1987-02-05","31","Blake Lively","woman","1987-08-25","31"
"American Hustle","2013","David O. Russell","0","Christian Bale","man","1974-01-30","39","Amy Adams","woman","1974-08-20","39"
"American Pie","1999","Paul Weitz, Chris Weitz","0","Chris Klein","man","1979-03-14","20","Mena Suvari","woman","1979-02-13","20"
"Blue Valentine","2010","Derek Cianfrance","0","Ryan Gosling","man","1980-11-12","30","Michelle Williams","woman","1980-09-09","30"
"Catch Me If You Can","2002","Steven Spielberg","0","Leonardo DiCaprio","man","1974-11-11","28","Amy Adams","woman","1974-08-20","28"
"Chicago","2002","Rob Marshall","0","Dominic West","man","1969-10-15","33","Renee Zellweger","woman","1969-04-25","33"
"Daddy's Little Girls","2007","Tyler Perry","0","Idris Elba","man","1972-09-06","35","Gabrielle Union","woman","1972-10-29","35"
"Empire","2002","Franc. Reyes","0","Peter Sarsgaard","man","1971-03-07","31","Denise Richards","woman","1971-02-17","31"
"Good Will Hunting","1997","Gus Van Sant","0","Matt Damon","man","1970-10-08","27","Minnie Driver","woman","1970-01-31","27"
"He's Just Not That Into You","2009","Ken Kwapis","0","Justin Long","man","1978-06-02","31","Ginnifer Goodwin","woman","1978-05-22","31"
"Killing Me Softly","2002","Chen Kaige","0","Joseph Fiennes","man","1970-05-27","32","Heather Graham","woman","1970-01-29","32"
"Magic Mike","2012","Steven Soderbergh","0","Channing Tatum","man","1980-04-26","32","Olivia Munn","woman","1980-07-03","32"
"Me Before You","2016","Thea Sharrock","0","Sam Claflin","man","1986-06-27","30","Emilia Clarke","woman","1986-10-23","30"
"Mona Lisa Smile","2003","Mike Newell","0","Ebon Moss-Bachrach","man","1978-08-17","25","Ginnifer Goodwin","woman","1978-05-22","25"
"Red Riding Hood","2011","Catherine Hardwicke","0","Shiloh Fernandez","man","1985-02-26","26","Amanda Seyfried","woman","1985-12-03","26"
"She's Out of My League","2010","Jim Field Smith","0","Jay Baruchel","man","1982-04-09","28","Alice Eve","woman","1982-02-06","28"
"Slackers","2002","Dewey Nicks","0","Jason Segel","man","1980-01-18","22","Laura Prepon","woman","1980-03-07","22"
"Soul Food","1997","George Tillman Jr.","0","Michael Beach","man","1963-10-30","34","Vanessa Williams","woman","1963-03-18","34"
"Spanglish","2004","James L. Brooks","0","Adam Sandler","man","1966-09-09","38","Tea Leoni","woman","1966-02-25","38"
"Speed","1994","Jan de Bont","0","Keanu Reeves","man","1964-09-02","30","Sandra Bullock","woman","1964-07-26","30"
"Spider-Man: Far From Home","2019","Jon Watts","0","Tom Holland","man","1996-06-01","23","Zendaya","woman","1996-09-01","23"
"The Crush","1993","Alan Shapiro","0","Cary Elwes","man","1962-10-26","31","Jennifer Rubin","woman","1962-04-03","31"
"The Holiday","2006","Nancy Meyers","0","Jude Law","man","1972-12-29","34","Cameron Diaz","woman","1972-08-30","34"
"The Hunger Games: Catching Fire","2013","Francis Lawrence","0","Liam Hemsworth","man","1990-01-13","23","Jennifer Lawrence","woman","1990-08-15","23"
"The Lake House","2006","Alejandro Agresti","0","Keanu Reeves","man","1964-09-02","42","Sandra Bullock","woman","1964-07-26","42"
"Tolkien","2019","Dome Karukoski","0","Nicholas Hoult","man","1989-12-07","30","Lily Collins","woman","1989-03-18","30"
"Transformers","2007","Michael Bay","0","Shia LaBeouf","man","1986-06-11","21","Megan Fox","woman","1986-05-16","21"
"X-Men: First Class","2015","Matthew Vaughn","0","James McAvoy","man","1979-04-21","36","Rose Byrne","woman","1979-07-24","36"
